articulo,marca,nombre,descripcion_lp,talles,curva,precio_excel,match,score,en_sitio,sitio_nombre,sitio_sku,sitio_imagen,sitio_descripcion_corta,sitio_precio,sitio_url
85096,INTENSAMENTE,Remera ML Intensamente,Remera ML Intensamente,4-6-8-10-12,1-2-2-2-1,7990,sku,1.00,si,Remera Intensamente,85096%blanco,https://magicstore.com.ar/wp-content/uploads/2025/01/magic-281.jpg,"¡Que las emociones guíen su día con esta remera manga larga inspirada en Intensamente! Con un diseño lleno de color y energía, esta prenda captura la esencia de las emociones más queridas: Alegría, Tristeza, Miedo, Ira y Desagrado. Hecha de material suave y cómodo, es perfecta para mantener a los más pequeños abrigados mientras se sumergen en el mundo emocional y se sienten como parte de la gran aventura que viven en la mente de Riley. ¡Una remera llena de emociones, justo como la vida misma!",19500,https://magicstore.com.ar/remera-intensamente/
85098,INTENSAMENTE,Remera ML Intensamente,Remera ML Intensamente,4-6-8-10-12,1-2-2-2-1,7990,sku,1.00,si,Remera Intensamente,85098%lila,https://magicstore.com.ar/wp-content/uploads/2025/01/magic-279.jpg,"¡Deja que las emociones cobren vida con esta remera manga larga de Intensamente! Con los personajes más divertidos y coloridos, esta prenda cómoda y llena de energía es perfecta para mantener a tu peque caliente y feliz todo el día. ¡Una explosión de colores y sentimientos en su armario!",19500,https://magicstore.com.ar/remera-emocion-en-accion/
85100,INTENSAMENTE,Buzo CR Intensamente,Buzo CR Intensamente,2-4-6-8-10,1 X TALLE,12500,sku,1.00,si,Buzo Intensamente,85100%Rosa,https://magicstore.com.ar/wp-content/uploads/2025/02/85100.png,"¡Exprésate con estilo y emoción! Este buzo Intensamente es perfecto para los pequeños que aman explorar sus emociones y vivir cada momento con intensidad. Con un diseño inspirado en los personajes de la película, este buzo es suave, cómodo y lleno de colores vibrantes que reflejan la energía de Alegría, Tristeza, Miedo, Ira y Desagrado. Ideal para días de juegos, aventuras o descanso, siempre con el toque especial de tus emociones favoritas. 🌟 💫 ¡Vive con intensidad, agrégalo al carrito ahora!",27500,https://magicstore.com.ar/buzo-inside-out/
85516,SONIC,Remera ML Sonic,Remera ML Sonic,4-6-8-10-12,1-2-2-2-1,10990,sku,1.00,si,Remera manga larga de algodon Sonic &#8211; SEGA,85516-blanco,https://magicstore.com.ar/wp-content/uploads/2025/01/magik-2304839-1.jpg,"Remera de Algodón Sonic – SEGA Descubre la remera de algodón Sonic oficial de SEGA, confeccionada en algodón 100% de alta calidad para ofrecer suavidad y transpirabilidad excepcionales. Su diseño auténtico con estampado de Sonic the Hedgehog aporta un toque dinámico y nostálgico, ideal para lucir un estilo casual y moderno en tu día a día. Algodón 100%: suave, ligero y transpirable Estampado Sonic con licencia oficial SEGA y alta definición Corte regular fit que se adapta cómodamente al cuerpo sin apretar Costuras reforzadas para mayor durabilidad tras múltiples lavados Cuello redondo clásico para un look atemporal Fácil cuidado: lavable a máquina y secado rápido",26500,https://magicstore.com.ar/remera-algodon-sonic/
85517,SONIC,Remera ML Sonic,Remera ML Sonic,4-6-8-10-12,1-2-2-2-1,10990,sku,1.00,si,Remera Sonic,85517%gris,https://magicstore.com.ar/wp-content/uploads/2025/01/magik-2304820.jpg,"¡Sonic no solo es rápido, también tiene actitud! Esta remera captura al erizo más famoso del mundo en su pose más desafiante: con los brazos cruzados, demostrando que está listo para cualquier desafío. Con un diseño lleno de energía y estilo, esta camiseta es perfecta para quienes adoran al Sonic más audaz y seguro de sí mismo. Hecha con materiales suaves y cómodos, es ideal para lucir tu pasión por el universo de Sonic con un toque único y fresco. ¡Póntela y demuestra que, al igual que Sonic, tú también puedes ir a toda velocidad con confianza!",26500,https://magicstore.com.ar/remera-sonic-2/
85518,SONIC,Remera ML Sonic,Remera ML Sonic,4-6-8-10-12,1-2-2-2-1,10990,sku,1.00,si,Remera Sonic Rings,85518%marron,https://magicstore.com.ar/wp-content/uploads/2025/02/Sin-titulo-1.webp,"Remera de algodón, estampada con shimmer. Confeccionada en material suave y cómodo, ideal para un look casual con un toque brillante. Diseño moderno y estilizado, perfecto para el día a día.",26500,https://magicstore.com.ar/remera-sonic-rings/
85519,SONIC,Remera ML Sonic,Remera ML Sonic,4-6-8-10-12,1-2-2-2-1,8990,sku,1.00,si,Remera Manga Larga Sonic,85519-celeste,https://magicstore.com.ar/wp-content/uploads/2025/05/85519.webp,"¡Corre con estilo! Remera 100% algodón suave y respirable, con estampado frontal de Sonic, el icónico erizo azul de los videojuegos. Diseño moderno y cómodo, ideal para fans de todas las edades. Costuras reforzadas y calce regular para uso diario. Disponible en varios talles.",21999,https://magicstore.com.ar/remera-manga-larga-sonic/
85520,SONIC,Remera ML Sonic,Remera ML Sonic,4-6-8-10-12,1-2-2-2-1,10990,fuzzy,1.00,si,Remera Sonic,85517%gris,https://magicstore.com.ar/wp-content/uploads/2025/01/magik-2304820.jpg,"¡Sonic no solo es rápido, también tiene actitud! Esta remera captura al erizo más famoso del mundo en su pose más desafiante: con los brazos cruzados, demostrando que está listo para cualquier desafío. Con un diseño lleno de energía y estilo, esta camiseta es perfecta para quienes adoran al Sonic más audaz y seguro de sí mismo. Hecha con materiales suaves y cómodos, es ideal para lucir tu pasión por el universo de Sonic con un toque único y fresco. ¡Póntela y demuestra que, al igual que Sonic, tú también puedes ir a toda velocidad con confianza!",26500,https://magicstore.com.ar/remera-sonic-2/
85521,SONIC,Buzo CR Sonic,Buzo CR Sonic,4-6-8-10-12,1-2-2-2-1,14990,sku,1.00,si,Buzo Velocidad y Amistad,85521%gris,https://magicstore.com.ar/wp-content/uploads/2025/02/SONIC-ART.-85521-scaled.jpg,"¡Corre a toda velocidad con Sonic y sus mejores amigos! 🏁 Este buzo presenta a Sonic, Tails y Knuckles en un diseño lleno de color y energía. Hecho con tela suave y abrigada, es perfecto para jugar, explorar y vivir nuevas aventuras con el estilo de los personajes más icónicos de SEGA. Ideal para los pequeños fanáticos que aman la velocidad y el trabajo en equipo.",32999,https://magicstore.com.ar/buzo-velocidad-y-amistad/
85522,SONIC,Buzo Capucha Sonic,Buzo Capucha Sonic,4-6-8-10-12,1 X TALLE,19990,sku,1.00,si,Buzo Capucha Sonic,85522-negro,https://magicstore.com.ar/wp-content/uploads/2025/05/Sin-titulo-1-5.webp,"Este buzo azul de Sonic es una prenda que combina la comodidad con el estilo dinámico del erizo más famoso de los videojuegos. Su vibrante tono azul oscuro refleja la energía y velocidad que caracteriza a Sonic, mientras que el diseño resalta por su simplicidad y modernidad.",43999,https://magicstore.com.ar/buzo-capucha-sonic-2/
85524,SONIC,Boxer SONIC,Boxer SONIC,8-10-12-14,1 X TALLE,3990,fuzzy,0.50,si,Boxer Sonic The Hedgehog,85536-celeste,https://magicstore.com.ar/wp-content/uploads/2026/02/85536-1.jpg,"Este bóxer de Sonic The Hedgehog está diseñado para los pequeños fanáticos de los videojuegos. Con un estampado vibrante y lleno de energía, combina la diversión del personaje con la comodidad necesaria para el uso diario. Posee costuras reforzadas a la vista en un tono bordó/rojizo en la zona de la bragueta y los ruedos, lo que aporta durabilidad y un detalle de color a contraste. Diseño anatómico tipo bóxer corto para mayor libertad de movimiento. Confeccionado en algodón con elastano, un tejido que permite la respirabilidad de la piel y ofrece la elasticidad necesaria para adaptarse al cuerpo.",9999,https://magicstore.com.ar/boxer-sonic-the-hedgehog/
85526,SONIC,CHALECO SONIC,CHALECO SONIC,4-6-8-10-12,1-2-2-2-1,29990,slug,1.00,si,Chaleco Sonic,85526%blanco,https://magicstore.com.ar/wp-content/uploads/2025/01/mgc-3305298.jpg,"Chaleco de siré, forrado con piel para mayor calidez. Confeccionado en material resistente y cómodo, ideal para los días fríos. Diseño elegante y práctico, perfecto para complementar tu look de invierno.",59999,https://magicstore.com.ar/chaleco-sonic/
85527,SONIC,Jogging Sonic,Jogging Sonic,4-6-8-10-12,1 X TALLE,16990,sku,1.00,si,Jogging Sonic Celeste,85527-celeste,https://magicstore.com.ar/wp-content/uploads/2025/01/magik-2304920-1.jpg,"Este jogging celeste es el equilibrio perfecto entre estilo y comodidad, inspirado en el icónico personaje de Sonic. Su diseño moderno destaca por un tono vibrante de azul celeste que evoca la velocidad y la energía del erizo más rápido del mundo. Hecho de una mezcla de materiales suaves y elásticos, ofrece una sensación cómoda y ligera, ideal para cualquier actividad física o un look casual y relajado.",37500,https://magicstore.com.ar/jogging-sonic-celeste/
85528,SONIC,Pijama ML Sonic,Pijama ML Sonic,4-6-8-10-12,1-2-2-2-1,12990,fuzzy,0.67,si,Pijama Sonic Gamuza,85529-celeste,https://magicstore.com.ar/wp-content/uploads/2025/02/85529-completo.jpg,"¡Prepárate para una noche llena de velocidad y diversión con el Pijama Sonic: Anillos de Velocidad! Inspirado en el legendario erizo azul, este pijama presenta un diseño dinámico con Sonic y sus icónicos anillos dorados. Confeccionado en materiales suaves y cómodos, es ideal para descansar después de un día de aventuras. Perfecto para los pequeños fanáticos de Sonic the Hedgehog que quieren soñar con recorrer Green Hill Zone a toda velocidad. ¡Corre, salta y atrapa los anillos en cada aventura nocturna!",47999,https://magicstore.com.ar/pijama-sonic-plush/
85529,SONIC,Pijama ML Sonic,Pijama ML Sonic,4-6-8-10-12,1-2-2-2-1,19990,sku,1.00,si,Pijama Sonic Gamuza,85529-celeste,https://magicstore.com.ar/wp-content/uploads/2025/02/85529-completo.jpg,"¡Prepárate para una noche llena de velocidad y diversión con el Pijama Sonic: Anillos de Velocidad! Inspirado en el legendario erizo azul, este pijama presenta un diseño dinámico con Sonic y sus icónicos anillos dorados. Confeccionado en materiales suaves y cómodos, es ideal para descansar después de un día de aventuras. Perfecto para los pequeños fanáticos de Sonic the Hedgehog que quieren soñar con recorrer Green Hill Zone a toda velocidad. ¡Corre, salta y atrapa los anillos en cada aventura nocturna!",47999,https://magicstore.com.ar/pijama-sonic-plush/
85530,SONIC,Buzo CR Sonic,Buzo CR Sonic,4-6-8-10-12,1-2-2-2-1,15990,sku,1.00,si,Buzo de frisa Sonic,85530-azul,https://magicstore.com.ar/wp-content/uploads/2025/01/magik-2305074.jpg,"¡Velocidad y estilo en un solo look! Este buzo de Sonic de frisa es ideal para los días frescos, gracias a su tela suave, abrigada y cómoda. Presenta un estampado de Sonic con detalles en foil, que le aporta un efecto brillante y moderno. Perfecto para los chicos fanáticos del personaje más rápido del mundo de los videojuegos.",35500,https://magicstore.com.ar/buzo-sonic-vibe/
85531,SONIC,Pijama ML Sonic,Pijama ML Sonic,6-8-10,1 X TALLE,14990,fuzzy,0.67,si,Pijama Sonic Gamuza,85529-celeste,https://magicstore.com.ar/wp-content/uploads/2025/02/85529-completo.jpg,"¡Prepárate para una noche llena de velocidad y diversión con el Pijama Sonic: Anillos de Velocidad! Inspirado en el legendario erizo azul, este pijama presenta un diseño dinámico con Sonic y sus icónicos anillos dorados. Confeccionado en materiales suaves y cómodos, es ideal para descansar después de un día de aventuras. Perfecto para los pequeños fanáticos de Sonic the Hedgehog que quieren soñar con recorrer Green Hill Zone a toda velocidad. ¡Corre, salta y atrapa los anillos en cada aventura nocturna!",47999,https://magicstore.com.ar/pijama-sonic-plush/
85536,SONIC,Boxer Sonic,Boxer Sonic,4-6-8-10-12-14,1-2-2-2-2-1,3990,sku,1.00,si,Boxer Sonic The Hedgehog,85536-celeste,https://magicstore.com.ar/wp-content/uploads/2026/02/85536-1.jpg,"Este bóxer de Sonic The Hedgehog está diseñado para los pequeños fanáticos de los videojuegos. Con un estampado vibrante y lleno de energía, combina la diversión del personaje con la comodidad necesaria para el uso diario. Posee costuras reforzadas a la vista en un tono bordó/rojizo en la zona de la bragueta y los ruedos, lo que aporta durabilidad y un detalle de color a contraste. Diseño anatómico tipo bóxer corto para mayor libertad de movimiento. Confeccionado en algodón con elastano, un tejido que permite la respirabilidad de la piel y ofrece la elasticidad necesaria para adaptarse al cuerpo.",9999,https://magicstore.com.ar/boxer-sonic-the-hedgehog/
85542,SONIC,Buzo Capucha Sonic,Buzo Capucha Sonic,4-6-8-10-12-14,1-2-2-2-2-1,22990,sku,1.00,si,Buzo con Capucha Sonic,85542-gris,https://magicstore.com.ar/wp-content/uploads/2026/02/855421.jpeg,"¡Estilo gamer con un toque minimalista! Este buzo con capucha de Sonic se aleja de las estampas tradicionales para ofrecer un diseño de «Line Art» (arte de línea) mucho más moderno y urbano. En un color azul petróleo súper combinable, es la prenda perfecta para los fanáticos que quieren lucir a su personaje favorito con un look actual. Fabricado en frisa de algodón abrigada y suave. Puños y cintura de rib elástico ancho al tono para un ajuste cómodo.",50999,https://magicstore.com.ar/buzo-con-capucha-sonic-2/
85553,SONIC,Jogging Sonic,Jogging Sonic,4-6-8-10-12-14,1-2-2-2-2-1,19990,sku,1.00,si,Jogging frisa sonic,85553-azul-francia,https://magicstore.com.ar/wp-content/uploads/2026/02/85553.png,"¡La máxima comodidad para que nada detenga su velocidad! Este jogger es la combinación perfecta de deporte y estilo gamer. Diseño Dinámico: En un vibrante color azul Francia, destaca una estampa lateral de Sonic en plena acción junto al logo clásico de «Sonic the Hedgehog». Ajuste Personalizado: Cuenta con cintura elástica y cordones de ajuste en color rojo a contratono, brindando un soporte seguro y un toque de color extra. Detalles Funcionales: Incluye prácticos bolsillos laterales y puños de rib elástico en los tobillos para un calce moderno que se mantiene en su lugar mientras juegan. Calidad y Suavidad: Confeccionado con materiales suaves que garantizan libertad de movimiento y abrigo durante todo el día. 🌟 Producto 100% Original: Calidad garantizada bajo licencia oficial de SEGA.",43999,https://magicstore.com.ar/jogging-frisa-sonic/
85554,SONIC,Pijama ML Sonic,Pijama ML Sonic,4-6-8-10-12-14,1-2-2-2-2-1,19990,fuzzy,0.67,si,Pijama Sonic Gamuza,85529-celeste,https://magicstore.com.ar/wp-content/uploads/2025/02/85529-completo.jpg,"¡Prepárate para una noche llena de velocidad y diversión con el Pijama Sonic: Anillos de Velocidad! Inspirado en el legendario erizo azul, este pijama presenta un diseño dinámico con Sonic y sus icónicos anillos dorados. Confeccionado en materiales suaves y cómodos, es ideal para descansar después de un día de aventuras. Perfecto para los pequeños fanáticos de Sonic the Hedgehog que quieren soñar con recorrer Green Hill Zone a toda velocidad. ¡Corre, salta y atrapa los anillos en cada aventura nocturna!",47999,https://magicstore.com.ar/pijama-sonic-plush/
85555,SONIC,Remera ML Sonic,Remera ML Sonic,4-6-8-10-12-14,1-2-2-2-2-1,11990,sku,1.00,si,Remera manga larga Sonic &#038; Tails,85555-beige,https://magicstore.com.ar/wp-content/uploads/2026/02/855551.jpeg,"¡Velocidad y amistad en un diseño único inspirado en la estética original japonesa! Diseño de Impacto: El frente presenta una estampa minimalista de Sonic con tipografía japonesa. La espalda sorprende con una ilustración a gran escala de Sonic y Tails corriendo juntos sobre un fondo cuadriculado, acompañada de textos en japonés y la leyenda «Sonic & Tails». Color Versátil: Confeccionada en un tono crema suave (beige claro) que resalta los colores vibrantes de la estampa. Confort y Calce: Remera de manga larga con cuello redondo y puños de rib elástico para un ajuste cómodo y duradero. Calidad: Elaborada en algodón suave de alta calidad, ideal para el uso cotidiano. 🌟 Producto 100% Original: Calidad garantizada bajo licencia oficial de SEGA.",28999,https://magicstore.com.ar/remera-manga-larga-sonic-tails/
85556,SONIC,Remera ML Sonic,Remera ML Sonic,4-6-8-10-12,1-2-2-2-1,11990,fuzzy,1.00,si,Remera Sonic,85517%gris,https://magicstore.com.ar/wp-content/uploads/2025/01/magik-2304820.jpg,"¡Sonic no solo es rápido, también tiene actitud! Esta remera captura al erizo más famoso del mundo en su pose más desafiante: con los brazos cruzados, demostrando que está listo para cualquier desafío. Con un diseño lleno de energía y estilo, esta camiseta es perfecta para quienes adoran al Sonic más audaz y seguro de sí mismo. Hecha con materiales suaves y cómodos, es ideal para lucir tu pasión por el universo de Sonic con un toque único y fresco. ¡Póntela y demuestra que, al igual que Sonic, tú también puedes ir a toda velocidad con confianza!",26500,https://magicstore.com.ar/remera-sonic-2/
87009,DC,Remera ML DC,Remera ML DC,2-4-6-8-10-12-14,1 X TALLE,9990,sku,1.00,si,Remera Superman,87009%azul,https://magicstore.com.ar/wp-content/uploads/2025/02/119.webp,"Remera de algodón con sobre manga y bordador combinados, estampada con un efecto gastado. Confeccionada en material suave y cómodo, ideal para un look moderno y casual. Diseño único y estilizado, perfecto para un estilo relajado y auténtico.",23999,https://magicstore.com.ar/remera-superman/
